source+dest,flux
0107327053,20
0107328001,7
0107328045,10
0107328047,10
0107328063,7
0107328081,11
0107328087,11
0107328091,19
0107328121,12
0107329083,1
0107329189,9
0107329213,2
0107331055,17
0107334023,11
0107336055,11
0107336061,40
0107336081,25
0107336087,8
0107336119,7
0107337013,8
0107337017,4
0107337021,7
0107337063,26
0107337081,10
0107337099,8
0107337119,16
0107337125,25
0107337151,7
0107337159,7
0107337183,8
0107339021,9
0107339035,5
0107339049,24
0107339095,8
0107339129,8
0107339151,9
0107340099,8
0107340143,9
0107342071,8
0107342091,7
0107345003,14
0107345031,9
0107345083,8
0107347013,7
0107347037,101
0107347043,9
0107347065,26
0107347093,13
0107347109,2
0107347115,6
0107347117,12
0107347141,9
0107347145,10
0107347149,14
0107347157,29
0107348113,21
0107348315,32
0107348361,10
0107348439,10
0107348453,7
0107353033,6
0107353035,11
0107501003,8
0107501043,8
0107501049,7
0107501057,477
0107501059,17
0107501073,3
0107501075,4108
0107501077,8
0107501085,12
0107501093,456
0107501095,7
0107501107,40
0107501125,137
0107501127,9
0107501133,11
0107513067,8
0107525017,6
0107528003,8
0107528007,2
0107528025,17
0107528081,10
0107528083,21
0107528087,821
0107528095,171
0107528103,12
0107528105,13
0107528117,6
0107528149,5
0107529189,7
0107547037,4
0107701013,6
0107701033,6363
0107701043,4
0107701051,27
0107701059,185
0107701069,21
0107701071,12
0107701073,90
0107701077,27126
0107701079,692
0107701081,10
0107701083,1097
0107701089,923
0107701091,1
0107701093,23
0107701095,18
0107701097,22
0107701101,18
0107701103,608
0107701117,14
0107701123,7
0107701125,10
0107701127,8
0107701133,12
0107705119,11
0107706085,8
0107711001,1
0107712033,8
0107712095,11
0107712117,11
0107713001,3
0107713015,11
0107713067,2
0107713089,12
0107713121,7
0107713151,13
0107713215,4
0107718095,5
0107718141,7
0107719153,2
0107721137,6
0107721145,7
0107721161,7
0107722051,9
0107724025,12
0107726163,30
0107728003,36
0107728049,6
0107728081,14
0107728087,3
0107728107,12
0107728141,18
0107731055,8
0107736119,14
0107737021,3
0107737179,2
0107737183,3
0107747017,24
0107747023,16
0107747037,77
0107747039,6
0107747055,62
0107747057,6
0107747065,7
0107747071,62
0107747085,6
0107747099,321
0107747109,6
0107747113,6
0107747117,7
0107747119,11
0107747145,2
0107747149,3
0107747157,48
0107747163,7
0107747165,15
0107747181,101
0107747183,5
0107747187,2
0107748113,20
0107748201,9
0107748257,11
0107748485,3
0107754045,5
0107901007,6
0107901015,6
0107901033,444
0107901043,124
0107901059,224
0107901073,11
0107901077,284
0107901079,5435
0107901083,705
0107901089,431
0107901091,7
0107901093,22
0107901095,18
0107901097,1
0107901101,4
0107901103,6522
0107901107,2
0107901117,13
0107901127,7
0107901133,98
0107912005,2
0107912095,10
0107913117,5
0107917197,4
0107917201,1
0107918083,1
0107919053,5
0107919113,3
0107926099,6
0107928045,4
0107928087,12
0107929189,8
0107931055,7
0107942005,4
0107942037,11
0107947031,11
0107947065,9
0107947157,6
0107948139,1
0107948441,5
0108101003,28
0108101005,40
0108101007,15
0108101011,24
0108101015,21
0108101017,1536
0108101027,8
0108101031,6
0108101033,8
0108101039,9
0108101043,23
0108101047,15
0108101049,8
0108101051,96
0108101053,16
0108101055,31
0108101069,28
0108101071,9
0108101073,118
0108101077,15
0108101081,35549
0108101083,9
0108101087,478
0108101089,39
0108101095,95
0108101097,33
0108101101,632
0108101105,10
0108101109,4
0108101111,46
0108101113,2682
0108101117,26
0108101121,40
0108101123,272
0108101125,7
0108105119,12
0108108059,9
0108110001,6
0108112009,16
0108112031,9
0108112033,16
0108112091,9
0108112099,5
0108112103,8
0108112131,6
0108113015,15
0108113021,13
0108113051,13
0108113053,668
0108113057,7
0108113063,47
0108113067,50
0108113089,102
0108113113,6
0108113121,150
0108113135,44
0108113137,12
0108113145,89
0108113149,5
0108113171,6
0108113193,16
0108113199,14
0108113215,7597
0108113247,19
0108113255,12
0108113263,26
0108113275,21
0108113285,790
0108113295,8
0108117031,7
0108118097,16
0108121111,9
0108122017,17
0108122055,12
0108122109,7
0108124021,7
0108125003,14
0108128049,8
0108128139,8
0108137063,13
0108137125,6
0108137183,16
0108139049,91
0108142029,6
0108145045,12
0108145077,5
0108145079,18
0108147009,8
0108147119,7
0108148029,10
0108151013,6
0108151059,5
0108301007,10
0108301009,6
0108301015,6
0108301033,120
0108301043,66
0108301049,9
0108301055,5
0108301059,6
0108301069,10
0108301073,61
0108301075,11
0108301077,243
0108301079,122
0108301081,2
0108301083,15783
0108301089,8878
0108301095,15
0108301101,13
0108301103,2868
0108301113,6
0108301117,2
0108301125,14
0108301127,5
0108306037,3
0108312086,6
0108312095,15
0108313001,5
0108313067,15
0108313115,4
0108313215,2
0108313245,36
0108313247,5
0108317031,6
0108319113,8
0108328047,5
0108328049,11
0108334013,9
0108339099,9
0108347003,8
0108347031,2
0108347037,51
0108347055,638
0108347077,5
0108347099,7
0108347103,43
0108347117,9
0108347119,49
0108347149,8
0108347157,8
0108348029,10
0108348085,10
0108349049,8
0108501001,30
0108501013,190
0108501021,14
0108501025,4
0108501027,14
0108501045,3
0108501047,142
0108501049,16
0108501051,37
0108501055,3
0108501067,2
0108501073,27
0108501081,15
0108501085,1365
0108501087,24
0108501101,2414
0108501117,2
0108501123,2
0108501131,4
0108506067,3
0108512033,8
0108513045,18
0108513091,13
0108513199,8
0108522043,2
0108528043,23
0108534015,10
0108547085,10
0108550011,2
0108701001,24
0108701005,23
0108701011,175
0108701017,15
0108701021,10
0108701047,6
0108701051,167
0108701061,2
0108701069,1
0108701073,20
0108701075,1
0108701081,1789
0108701087,4203
0108701089,5
0108701101,1122
0108701113,102
0108701123,132
0108701125,14
0108705071,2
0108712086,7
0108712131,8
0108713095,9
0108713097,15
0108713135,15
0108713215,68
0108722019,5
0108734013,19
0108745045,5
0108747031,2
0108747157,16
0108901001,6
0108901009,17
0108901015,6
0108901017,10
0108901023,6
0108901025,6
0108901033,97
0108901043,89
0108901045,8
0108901047,6
0108901049,17
0108901055,9
0108901059,7
0108901067,6
0108901069,6
0108901071,355
0108901073,256
0108901075,6
0108901077,94
0108901079,35
0108901081,8
0108901083,1901
0108901089,126240
0108901095,412
0108901097,11
0108901099,46
0108901101,16
0108901103,2052
0108901105,5
0108901117,28
0108901119,8
0108901121,9
0108901125,5
0108901133,6
0108904013,15
0108905035,9
0108905143,6
0108906037,13
0108906059,14
0108906075,8
0108908005,5
0108908031,8
0108908059,3
0108909003,7
0108911001,7
0108912009,14
0108912031,20
0108912033,11
0108912053,5
0108912057,7
0108912079,3
0108912095,9
0108912115,7
0108913015,12
0108913053,6
0108913059,26
0108913063,8
0108913089,14
0108913097,5
0108913121,36
0108913135,22
0108913245,8
0108913247,33
0108913295,7
0108913297,7
0108913313,17
0108917031,13
0108917161,11
0108917199,6
0108917201,13
0108918097,4
0108919113,12
0108920091,12
0108920177,2
0108921067,4
0108922033,22
0108922045,12
0108922055,11
0108922071,30
0108922073,11
0108922103,9
0108923005,7
0108924033,15
0108924510,7
0108925017,29
0108926021,7
0108926049,17
0108926065,6
0108928047,13
0108928059,8
0108928141,3
0108932003,3
0108933017,9
0108934005,9
0108934023,16
0108936081,5
0108936113,13
0108936119,18
0108937119,19
0108937157,6
0108937183,23
0108939035,11
0108939099,8
0108940109,5
0108942003,7
0108942011,5
0108942029,8
0108942101,7
0108944007,4
0108945045,7
0108945083,5
0108947001,7
0108947003,16
0108947011,5
0108947021,8
0108947031,6
0108947037,162
0108947051,21
0108947055,175
0108947065,55
0108947077,31
0108947099,6
0108947103,483
0108947107,9
0108947117,33
0108947155,8
0108947157,45
0108947165,7
0108947177,12
0108947187,28
0108948027,20
0108948085,7
0108948113,49
0108948201,20
0108948245,9
0108948321,5
0108948347,7
0108948439,12
0108948453,5
0108951013,7
0108951059,7
0108951087,12
0108951153,6
0108951161,5
0108951199,6
0108951650,9
0108951760,5
0108955055,8
0108955141,10
0109101003,2
0109101007,22
0109101023,550
0109101025,525
0109101047,157
0109101063,14
0109101065,147
0109101069,2
0109101073,4
0109101081,3
0109101089,7
0109101091,5630
0109101097,35
0109101099,11
0109101101,19
0109101105,130
0109101107,5
0109101117,14
0109101119,93
0109101125,121
0109101129,8
0109101131,246
0109112086,5
0109113021,18
0109113195,14
0109117031,17
0109118163,7
0109122005,2
0109127005,9
0109128023,17
0109128027,5
0109128047,6
0109128059,3
0109128075,13
0109128101,13
0109128123,50
0109142003,6
0109301001,14
0109301005,8
0109301007,10
0109301015,9
0109301021,4
0109301025,10
0109301033,59
0109301043,7
0109301053,5
0109301057,278
0109301059,536
0109301071,2
0109301073,90
0109301075,227
0109301077,55
0109301079,5
0109301083,2
0109301085,11
0109301089,31
0109301093,8814
0109301095,4
0109301103,35
0109301105,2
0109301109,2
0109301117,9
0109301121,7
0109301125,63
0109301127,220
0109301133,1511
0109305119,1
0109305131,6
0109312089,4
0109313121,7
0109313151,1
0109322015,2
0109325003,2
0109326153,5
0109328017,8
0109328047,8
0109328057,128
0109328081,105
0109328087,6
0109328095,46
0109328101,6
0109328107,5
0109328137,9
0109328141,39
0109337081,6
0109337089,2
0109337119,19
0109340017,2
0109342075,29
0109345075,9
0109347001,3
0109347055,2
0109347065,5
0109347071,2
0109347079,2
0109347093,7
0109347115,7
0109347157,46
0109348309,29
0109351700,5
0109501001,5
0109501009,252
0109501015,55
0109501019,27
0109501033,8
0109501039,8
0109501043,409
0109501047,16
0109501049,473
0109501055,1031
0109501071,786
0109501073,278
0109501077,7
0109501079,22
0109501081,5
0109501083,112
0109501089,4836
0109501095,26626
0109501097,15
0109501101,35
0109501103,432
0109501115,34
0109501117,41
0109501119,18
0109501121,14
0109501125,22
0109501127,2
0109501133,7
0109505007,10
0109505121,6
0109505139,7
0109512033,7
0109512053,9
0109512091,5
0109513021,7
0109513045,7
0109513089,9
0109513097,7
0109513121,43
0109513149,15
0109513151,15
0109513213,25
0109513295,6
0109513313,6
0109517031,6
0109519153,7
0109521111,9
0109522051,10
0109526115,5
0109528049,8
0109529023,7
0109532003,16
0109535001,17
0109537133,12
0109540017,10
0109541005,9
0109545045,10
0109547011,8
0109547055,8
0109547065,47
0109547113,10
0109547131,9
0109547141,8
0109547149,18
0109547157,28
0109548201,5
0109551760,5
0109701001,23
0109701003,3425
0109701015,30
0109701017,7
0109701023,26
0109701025,204
0109701027,4
0109701029,6
0109701033,11
0109701035,27
0109701039,24
0109701045,13
0109701047,7
0109701049,9
0109701053,192
0109701069,65
0109701071,52
0109701073,141
0109701081,10
0109701085,15
0109701089,17
0109701091,21
0109701097,149161
0109701099,68
0109701101,127
0109701109,7
0109701113,14
0109701117,54
0109701119,11
0109701121,15
0109701123,7
0109701125,77
0109701129,913
0109701131,26
0109701133,19
0109704013,51
0109705007,9
0109705069,14
0109705119,8
0109706061,7
0109706067,9
0109706073,16
0109706095,6
0109708031,7
0109708065,7
0109712005,19
0109712009,23
0109712031,17
0109712033,264
0109712053,9
0109712057,8
0109712073,6
0109712087,6
0109712089,7
0109712091,18
0109712099,10
0109712113,12
0109712131,18
0109713015,16
0109713059,4
0109713067,6
0109713089,24
0109713095,7
0109713099,13
0109713117,12
0109713121,41
0109713135,24
0109713207,43
0109713245,26
0109713285,28
0109717019,10
0109717031,12
0109717199,5
0109719013,10
0109719163,13
0109720091,8
0109721005,7
0109721035,4
0109721101,18
0109721111,4
0109722005,21
0109722017,20
0109722019,15
0109722023,11
0109722033,17
0109722049,15
0109722051,63
0109722055,10
0109722057,130
0109722071,90
0109722073,10
0109722075,16
0109722087,12
0109722089,13
0109722095,22
0109722101,141
0109722103,46
0109722105,20
0109722109,93
0109722113,16
0109722115,3
0109722127,9
0109723005,23
0109724003,5
0109724027,19
0109725017,8
0109726073,7
0109726081,11
0109726101,5
0109726115,5
0109726163,4
0109727123,9
0109728003,5
0109728019,16
0109728031,11
0109728035,34
0109728039,128
0109728041,48
0109728045,32
0109728047,404
0109728049,23
0109728051,6
0109728059,4182
0109728067,8
0109728073,32
0109728077,6
0109728085,6
0109728105,34
0109728111,7
0109728121,33
0109728123,5
0109728127,5
0109728143,5
0109728149,11
0109728153,18
0109729077,5
0109729095,18
0109731127,20
0109734017,29
0109734023,10
0109736061,14
0109736119,22
0109737047,6
0109737183,6
0109739035,1
0109739049,1
0109739095,4
0109739141,3
0109740101,5
0109740109,7
0109740131,9
0109740143,14
0109742029,16
0109745077,6
0109745079,8
0109747037,4
0109747113,11
0109747141,14
0109747157,6
0109747173,11
0109748029,25
0109748039,12
0109748139,8
0109748157,12
0109748167,10
0109748177,7
0109748201,145
0109748245,23
0109748339,6
0109748355,3
0109748439,23
0109748453,6
0109748479,4
0109751013,2
0109751061,3
0109751710,5
0109751810,8
0109901001,3
0109901003,26
0109901011,7
0109901013,16
0109901023,1
0109901025,140
0109901035,235
0109901039,3
0109901053,371
0109901069,2
0109901073,30
0109901081,17
0109901091,9
0109901097,142
0109901099,7660
0109901101,55
0109901109,12
0109901113,3
0109901129,3
0109901131,184
0109905003,10
0109905095,7
0109912033,15
0109912086,3
0109912105,7
0109913089,6
0109918165,1
0109921067,2
0109921145,6
0109922023,9
0109922071,8
0109922095,1
0109922101,2
0109922117,12
0109928019,6
0109928059,8
0109936029,9
0109940087,5
0109947093,6
0109948201,6
0110101001,1294
0110101003,23
0110101005,35
0110101007,25
0110101011,104
0110101013,73
0110101015,15
0110101017,20
0110101021,187
0110101023,10
0110101025,12
0110101031,6
0110101035,15
0110101037,15
0110101039,8
0110101041,31
0110101045,39
0110101047,232
0110101051,1539
0110101055,56
0110101061,5
0110101065,9
0110101069,13
0110101073,259
0110101081,213
0110101085,361
0110101087,550
0110101089,8
0110101097,64
0110101099,18
0110101101,90453
0110101103,6
0110101105,9
0110101109,175
0110101113,45
0110101117,81
0110101121,35
0110101123,25
0110101125,32
0110101129,6
0110101131,17
0110101133,9
0110104013,8
0110106073,0
0110112021,20
0110112033,11
0110112039,27
0110112091,18
0110112095,11
0110112099,9
0110112111,15
0110112113,5
0110112131,18
0110113021,10
0110113051,17
0110113063,25
0110113067,12
0110113077,7
0110113089,7
0110113113,15
0110113121,87
0110113135,17
0110113139,6
0110113153,20
0110113215,29
0110113227,6
0110113245,14
0110113247,5
0110113261,5
0110113285,17
0110113317,8
0110117031,6
0110121111,7
0110124003,19
0110125017,7
0110125025,8
0110127053,1
0110128071,7
0110128075,23
0110128081,13
0110129139,4
0110129169,6
0110136061,8
0110137133,10
0110137183,7
0110139035,9
0110142001,14
0110145079,8
0110147001,8
0110147037,23
0110147065,19
0110147157,26
0110148029,26
0110148113,8
0110148201,15
0110148329,14
0110148485,6
0110151059,8
0110151179,10
0110154069,7
0110301001,2
0110301003,11
0110301009,50
0110301015,12
0110301033,54
0110301043,1444
0110301047,7
0110301055,9
0110301059,11
0110301071,17
0110301073,202
0110301077,102
0110301079,816
0110301081,17
0110301083,2380
0110301089,7459
0110301095,489
0110301101,29
0110301103,36005
0110301115,8
0110301117,9
0110301121,7
0110301125,19
0110301127,30
0110301133,91
0110305069,6
0110305115,9
0110306085,5
0110306095,4
0110312101,6
0110312107,3
0110312117,4
0110313045,9
0110313051,8
0110313117,4
0110313121,5
0110313135,6
0110313245,6
0110313247,5
0110317163,6
0110317197,11
0110318097,4
0110321047,17
0110322017,4
0110322071,5
0110328019,9
0110328027,18
0110328059,2
0110328075,9
0110328135,17
0110329207,9
0110329510,11
0110337119,5
0110337183,3
0110339085,2
0110339113,14
0110339139,5
0110340031,2
0110342093,11
0110345019,2
0110347011,3
0110347031,9
0110347037,41
0110347051,9
0110347065,13
0110347103,7
0110347119,54
0110347145,9
0110347157,46
0110347183,9
0110347187,16
0110351041,7
0110353033,4
0110355009,7
0110501001,11
0110501007,256
0110501013,1
0110501021,37
0110501023,4
0110501043,11
0110501047,596
0110501063,9
0110501065,231
0110501073,70
0110501081,16
0110501089,7
0110501091,211
0110501101,46
0110501105,1739
0110501117,35
0110501119,5
0110501125,118
0110501131,4
0110540135,5
0110547043,12
0110701003,6
0110701005,4
0110701009,1
0110701025,4
0110701033,2
0110701043,8
0110701051,7
0110701057,140
0110701059,9
0110701063,27
0110701065,8
0110701073,40
0110701075,198
0110701085,15
0110701091,8
0110701093,6
0110701095,18
0110701103,3
0110701107,3992
0110701119,47
0110701125,1833
0110701127,6
0110701131,4
0110712081,2
0110712099,2
0110713067,8
0110713089,2
0110713297,4
0110717201,3
0110722055,1
0110727123,5
0110728011,2
0110728013,3
0110728019,3
0110728025,32
0110728049,9
0110728057,6
0110728081,9
0110728087,926
0110728095,21
0110728103,62
0110728105,13
0110739049,10
0110739051,2
0110740143,7
0110745045,2
0110755079,4
0110901001,39
0110901005,346
0110901011,127
0110901013,16
0110901017,9
0110901021,21
0110901031,218
0110901039,6
0110901041,258
0110901045,206
0110901049,6
0110901051,13
0110901061,23
0110901067,16
0110901069,106
0110901073,14
0110901081,12
0110901085,6
0110901087,39
0110901089,7
0110901097,15
0110901101,835
0110901109,9998
0110912005,7
0110912017,12
0110912057,5
0110912063,5
0110912091,21
0110912095,10
0110912105,10
0110912131,7
0110913067,6
0110913087,5
0110913089,10
0110913121,6
0110913153,16
0110913277,12
0110913303,9
0110928047,4
0110929169,39
0110947037,7
0111101003,1
0111101015,246
0111101017,337
0111101027,276
0111101029,146
0111101043,12
0111101073,37
0111101081,52
0111101089,1
0111101107,2
0111101111,5238
0111101113,2
0111101115,1
0111101121,38
0111101123,81
0111112131,5
0111113045,908
0111113063,9
0111113067,43
0111113077,106
0111113089,22
0111113097,47
0111113113,13
0111113115,11
0111113121,150
0111113135,8
0111113143,41
0111113145,8
0111113149,175
0111113151,4
0111113199,9
0111113233,10
0111113263,8
0111113267,14
0111113285,872
0111113313,10
0111121111,5
0111122109,7
0111145045,2
0111147093,19
0111147149,2
0111301005,114
0111301011,58
0111301013,13
0111301017,111
0111301025,7
0111301031,8
0111301039,22
0111301043,3
0111301045,16
0111301047,8
0111301055,17
0111301059,7
0111301069,25
0111301073,19
0111301081,1048
0111301087,53
0111301095,16
0111301097,3
0111301101,41
0111301113,7051
0111301123,3
0111301125,29
0111309011,5
0111312059,4
0111313015,4
0111313021,12
0111313053,981
