res,work,total,male,female
4806032,4806034,180,75,105
4802013,4802013,65,40,25
2466085,2474005,30,15,20
2405065,2406005,20,0,25
4802021,4802029,225,40,190
4709011,4709012,460,220,240
2405060,2406005,30,10,25
4605043,4605052,20,15,10
5953050,5953050,65,45,20
2483085,2483085,45,40,10
2487035,2487090,65,25,45
2470055,2471083,75,25,45
2413065,2413065,260,150,105
4802011,4803019,30,25,10
2487030,2487090,105,45,60
2413060,2413060,65,45,15
5917005,5917803,45,10,30
2486033,3556014,30,25,10
2486030,2486033,100,55,45
5941039,5941039,180,95,85
5931012,5931020,565,300,265
2441098,2443025,105,75,25
2486035,2486055,45,45,0
3549031,3549032,755,395,360
2466065,2474005,35,10,25
2419075,2426015,35,35,0
3536029,3536020,70,30,45
2419070,2419070,55,45,10
2466060,2466140,35,15,20
2407035,2407035,30,20,10
2408023,2408055,175,75,100
2407030,2407057,25,25,0
5907047,5935010,45,35,10
2470050,2471133,25,0,20
2418070,2418070,40,20,15
1001352,1001379,45,25,25
1001357,1001370,75,35,35
4813012,4813014,30,15,15
2475045,2478028,20,15,0
3558004,4611040,55,25,30
4709019,4709012,45,20,30
4802018,4802018,295,150,140
4813005,4813001,30,10,20
3558001,3558011,80,25,55
3502023,3506008,1200,615,590
3502025,3506008,2055,1090,965
2411010,2412005,30,15,15
4711071,4711066,35,10,25
2411015,2412005,30,15,15
3512015,3521005,25,20,0
5923047,5923047,95,40,55
2488904,2488904,40,0,40
1001285,1001298,25,10,10
1001289,1001298,30,0,20
2444023,2444037,170,95,75
2447005,2466025,150,95,55
2415035,2416050,35,35,0
2498040,2498040,1360,685,675
4716862,4716862,30,15,15
2415030,2416013,20,0,15
4716860,4716860,135,80,55
2423050,2466025,25,25,0
2459005,2467050,20,15,0
5907055,5915011,25,15,10
2423055,2434025,25,25,0
2407100,2407100,55,45,15
2407105,2407105,50,30,20
2426022,2426055,25,0,25
1310006,1310032,45,10,30
1310007,1310006,20,10,0
1309006,1309004,50,30,25
2432072,2432072,290,175,120
1314019,1314021,50,50,0
1314018,1314022,20,15,10
5901037,5901046,30,15,15
1310001,1310032,805,360,440
1314015,1314015,50,15,35
1314014,1314017,75,40,40
1314017,1314017,890,430,465
1314016,1314019,40,20,15
1314011,1314017,140,75,65
1314010,1314010,50,25,25
1314013,1314017,30,10,15
1314012,1314015,20,20,0
4710058,4710058,60,25,35
3548034,3549066,40,20,20
4801003,4804004,25,20,0
1009030,1009011,30,10,25
1009031,1009031,160,50,105
1009032,1009032,45,25,20
3548031,3549066,35,30,0
4801008,4801014,180,70,110
4801009,4801014,20,0,20
3507004,3507065,200,90,110
4710031,4710047,50,20,35
4710054,4711049,20,20,0
1009039,1009031,45,10,35
4710056,4715008,40,10,35
1006031,1006031,120,50,70
4707067,4707059,20,10,10
4615095,4617092,70,35,35
1007032,1007032,45,20,25
1007031,1007031,285,160,125
1007036,1007036,20,0,20
1007037,1007044,40,10,30
4805026,4806016,40,30,10
4807056,4807056,65,45,25
3547096,3547096,655,250,405
4805022,4806016,35,30,10
3547090,3547096,400,145,255
5949022,5949022,70,45,30
4805021,4805021,85,25,55
4706080,4706027,25,10,15
1002027,1002027,20,0,25
1002024,1002024,1365,625,745
1002025,1002024,20,10,15
1002022,1002024,75,35,30
1002023,1002024,55,25,30
1002021,1002024,75,45,25
4819009,4819012,140,60,75
3540063,3541024,45,25,15
4802023,4802022,85,40,45
3559047,3559047,45,20,25
3514045,3521005,40,30,0
3559040,3559042,90,15,75
3559042,3559042,160,75,80
4615029,4607062,100,45,60
2477045,2478028,65,35,35
4817024,4817024,625,340,285
3541045,3542059,230,100,130
2477040,2477050,25,15,15
4817029,4817033,25,10,15
2470025,2471083,20,0,20
4615023,4615075,40,25,15
2470020,2470060,75,70,0
4615027,4615029,25,0,20
4608054,4615078,30,15,15
2479015,2479085,25,20,0
4811056,4816037,65,60,10
2479010,2479085,45,25,25
2421045,2424020,25,10,20
4809002,4809015,2155,945,1210
3537048,3537064,595,235,360
2443010,2444037,50,35,20
5903052,5903058,65,40,30
2443015,2445070,85,50,35
2414005,2414085,85,70,15
1307024,1307045,55,35,20
2416040,2416040,30,10,20
2460035,2466075,30,30,0
5903041,5903045,40,40,0
2416045,2416045,115,50,65
4604057,4607041,25,15,15
2455057,2466085,25,15,0
2466135,2471083,30,0,30
1307028,1307045,50,30,20
2427035,2429075,35,10,20
4717029,4810039,1820,820,1005
2446065,2466025,45,15,25
4813032,4813032,50,35,20
2494015,2494050,25,20,0
2495018,2495018,110,45,70
2446060,2466075,20,15,10
5937028,5939032,45,30,15
2494010,2494070,25,15,10
4604051,4604053,55,30,25
2466020,2474005,70,45,20
2453040,2466025,80,40,35
4702062,4706027,25,10,20
4813031,4813032,35,25,10
2433007,2433007,80,30,50
4813029,4817024,45,40,10
4813036,4813046,50,35,10
2429020,2429025,30,25,10
2429025,2429038,25,20,0
4716041,4716046,30,0,30
2480103,2480103,85,25,60
4716047,4716047,300,140,155
4716046,4718090,35,30,0
2437015,2437065,70,45,30
3519054,3543042,35,15,15
2425043,2437065,25,25,0
2437010,2437065,35,20,20
4713069,4716029,40,10,35
5959011,5959005,400,210,190
3526021,3528018,230,100,130
2466057,2474005,30,30,0
1215011,1218001,90,20,70
4808024,4809015,25,20,10
1003026,1003026,75,45,25
3526028,3528018,45,30,15
4808023,4808011,50,30,20
4808022,4810002,50,0,50
3549043,3549048,60,20,40
4704019,4704019,25,20,10
4704011,4704011,40,20,20
4623071,4623071,160,85,80
4704012,4704012,120,65,55
1303011,3547076,50,45,10
4707063,4707062,40,15,30
4707062,4707062,60,25,35
2429112,2431060,50,40,0
4601075,4601098,140,75,75
2499015,2499015,900,555,345
2491802,2491802,390,155,230
2456105,2456105,50,25,20
3559066,3559090,30,10,15
4603062,4603074,90,35,55
2463048,2475015,115,65,55
2480037,2481020,20,15,0
2464020,2475015,25,20,0
4603065,4611040,95,45,55
2468015,2468025,25,20,0
2463040,2463048,25,0,15
2468010,2468010,205,70,130
2473005,2475020,40,15,20
3542029,3543007,20,20,0
1303014,1310032,100,50,50
2471045,2471133,35,15,20
2485065,2485065,100,65,35
2485060,2485060,25,10,15
2471040,2471133,40,10,30
4715049,4715049,165,105,60
4718828,4718828,100,40,60
2484040,2484030,25,10,20
2478005,2478102,25,10,15
2484045,2484010,35,15,15
4603067,4611040,60,30,35
6001029,6001029,635,310,325
